GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
itf-failure-plugin,com.soebes.itf.maven.plugin.failure,FailureMojo,26,0,4,0,7,0,4,0,2,0
itf-failure-plugin,com.soebes.itf.maven.plugin.failure,HelpMojo,893,0,110,0,159,0,71,0,16,0
